CNA00980,CNAG_00107,92.69,807,57,2,751,1557,867,1671,0.0,1162
CNA00990,CNAG_00108,94.36,1455,82,0,19,1473,1,1455,0.0,2233
CNA01000,CNAG_00109,93.85,390,24,0,116,505,1,390,5e-168, 588
CNA01010,CNAG_00110,90.41,1011,97,0,37,1047,1,1011,0.0,1330
CNA01020,CNAG_00111,94.23,2286,132,0,1,2286,1,2286,0.0,3491
CNA01030,CNAG_07311,94.19,1860,105,1,164,2020,1,1860,0.0,2833
CNA01040,CNAG_07312,92.13,381,30,0,301,681,1828,2208,5e-153, 538
CNA01050,CNAG_00115,94.12,1140,67,0,20,1159,1,1140,0.0,1735
CNA01060,CNAG_00116,98.42,759,12,0,49,807,1,759,0.0,1336
CNA01070,CNAG_00117,93.72,1035,65,0,15,1049,1,1035,0.0,1552
CNA01080,CNAG_00118,91.16,475,42,0,18,492,1,475,0.0, 645
CNA01090,CNAG_00119,89.26,475,42,2,103,568,1,475,2e-167, 586
CNA01100,CNAG_00121,94.69,1035,55,0,140,1174,1,1035,0.0,1607
CNA01100,CNAG_00121,94.69,1035,55,0,197,1231,1,1035,0.0,1607
CNA01120,CNAG_00122,93.82,1684,104,0,559,2242,1,1684,0.0,2534
CNA01130,CNAG_00123,85.93,519,57,8,436,943,377,890,2e-153, 540
CNA01140,CNAG_00124,92.75,1656,120,0,327,1982,1,1656,0.0,2394
CNA01150,CNAG_00125,92.95,894,63,0,882,1775,1,894,0.0,1303
CNA01160,CNAG_00126,94.69,828,44,0,55,882,1,828,0.0,1286
CNA01170,CNAG_00129,94.18,1031,60,0,185,1215,1,1031,0.0,1572
CNA01180,CNAG_00130,94.40,1839,101,2,558,2395,290,2127,0.0,2824
CNA01180,CNAG_00130,95.14,1337,65,0,1002,2338,791,2127,0.0,2109
CNA01180,CNAG_00130,94.40,1839,101,2,90,1927,290,2127,0.0,2824
CNA01190,CNAG_00131,88.10,311,22,4,244,539,363,673,8e-98, 355
CNA01200,CNAG_00132,86.75,1419,151,20,1626,3018,741,2148,0.0,1544
CNA01210,CNAG_00134,93.50,2277,148,0,36,2312,1,2277,0.0,3386
CNA01220,CNAG_00135,95.66,392,14,2,1,392,1,389,7e-180, 627
CNA01230,CNAG_00136,94.78,3048,159,0,141,3188,1,3048,0.0,4748
CNA01240,CNAG_00137,92.26,814,61,2,161,973,1,813,0.0,1153
CNA01250,CNAG_00138,93.72,972,61,0,1,972,1,972,0.0,1458
CNA01260,CNAG_00139,91.84,858,70,0,59,916,1,858,0.0,1197
CNA01270,CNAG_00140,93.65,1308,65,5,47,1336,1,1308,0.0,1940
CNA01280,CNAG_00141,94.05,1327,79,0,50,1376,1,1327,0.0,2013
CNA01290,CNAG_00142,93.21,2400,151,5,43,2430,1,2400,0.0,3518
CNA01310,CNAG_00143,92.85,2490,139,14,43,2517,1,2466,0.0,3576
CNA01320,CNAG_00144,91.39,801,63,3,1,801,1,795,0.0,1092
CNA01330,CNAG_00145,94.71,1134,60,0,36,1169,1,1134,0.0,1762
CNA01340,CNAG_00146,91.67,1152,96,0,92,1243,1,1152,0.0,1596
CNA01350,CNAG_00147,95.64,7599,328,3,1,7599,1,7596,0.0,1.220e+04
CNA01360,CNAG_00148,90.68,6000,541,8,1,5985,1,5997,0.0,7967
CNA01370,CNAG_00149,95.74,282,12,0,81,362,1,282,4e-128, 455
CNA01380,CNAG_00150,91.97,2765,217,5,176,2936,1,2764,0.0,3871
CNA01390,CNAG_00151,94.67,582,29,1,925,1504,1,582,0.0, 902
CNA01390,CNAG_00151,94.67,582,29,1,639,1218,1,582,0.0, 902
CNA01400,CNAG_00152,90.77,672,38,8,598,1248,1,669,0.0, 876
CNA01400,CNAG_00152,90.77,672,38,8,637,1287,1,669,0.0, 876
CNA01410,CNAG_00153,91.66,779,62,2,430,1208,367,1142,0.0,1075
CNA01420,CNAG_00154,95.29,1380,65,0,36,1415,1,1380,0.0,2189
CNA01430,CNAG_00155,92.92,678,48,0,113,790,1,678,0.0, 987
CNA01450,CNAG_00156,92.62,3291,216,11,130,3399,1,3285,0.0,4706
CNA01460,CNAG_00157,96.36,247,9,0,13,259,1,247,8e-114, 407
CNA01470,CNAG_00158,93.67,1927,117,3,1,1923,1,1926,0.0,2878
CNA01480,CNAG_00160,90.84,1299,114,5,616,1910,1,1298,0.0,1735
CNA01490,CNAG_00161,92.73,991,72,0,105,1095,3,993,0.0,1432
CNA01500,CNAG_00162,94.03,1207,70,2,109,1314,1,1206,0.0,1829
CNA01510,CNAG_00163,93.95,810,49,0,225,1034,3,812,0.0,1225
CNA01510,CNAG_00163,93.95,810,49,0,225,1034,3,812,0.0,1225
CNA01520,CNAG_00164,91.37,1414,122,0,389,1802,6,1419,0.0,1936
CNA01530,CNAG_00165,93.18,982,65,2,1,981,16,996,0.0,1441
CNA01540,CNAG_00166,94.09,1860,110,0,64,1923,1,1860,0.0,2826
CNA01550,CNAG_00167,92.27,2058,159,0,63,2120,1,2058,0.0,2920
CNA01560,CNAG_07314,84.38,999,144,11,104,1096,577,1569,0.0, 970
CNA01570,CNAG_07314,91.13,575,51,0,326,900,1,575,0.0, 780
CNA01580,CNAG_07315,92.62,2074,151,2,50,2122,1,2073,0.0,2981
CNA01590,CNAG_00171,92.70,1260,89,1,51,1307,1,1260,0.0,1814
CNA01600,CNAG_00172,92.77,3210,199,17,225,3428,1,3183,0.0,4612
CNA01610,CNAG_00173,88.26,1158,109,15,37,1167,16,1173,0.0,1360
CNA01620,CNAG_00174,87.81,1272,110,23,1849,3087,1645,2904,0.0,1448
CNA01630,CNAG_00175,85.30,973,124,16,1,959,1,968,0.0, 987
CNA01640,CNAG_00176,94.48,1431,79,0,52,1482,1,1431,0.0,2206
CNA01650,CNAG_00177,93.56,481,30,1,861,1341,915,1394,0.0, 715
CNA01660,CNAG_00178,91.45,3756,279,18,49,3780,10,3747,0.0,5120
CNA01680,CNAG_00179,94.05,1059,63,0,469,1527,1,1059,0.0,1607
CNA01690,CNAG_00180,91.09,718,50,6,1,705,1,717,0.0, 959
CNA01700,CNAG_00181,93.47,1271,83,0,299,1569,308,1578,0.0,1888
CNA01710,CNAG_00182,95.04,383,19,0,230,612,197,579,2e-172, 603
CNA01720,CNAG_00183,92.44,1032,75,1,335,1363,1,1032,0.0,1471
CNA01730,CNAG_00184,93.63,1836,117,0,287,2122,1,1836,0.0,2743
CNA01740,CNAG_00185,92.53,1098,79,2,48,1142,1,1098,0.0,1570
CNA01750,CNAG_00186,94.98,219,11,0,1,219,1,219,4e-95, 344
CNA01760,CNAG_00187,92.25,2128,160,4,49,2175,1,2124,0.0,3011
CNA01770,CNAG_00188,91.41,594,51,0,13,606,1,594,0.0, 815
CNA01780,CNAG_00189,90.23,389,38,0,82,470,1,389,6e-144, 508
CNA01790,CNAG_00190,93.53,1639,104,2,104,1741,1,1638,0.0,2438
CNA01800,CNAG_00191,89.28,1315,121,15,62,1369,1,1302,0.0,1629
CNA01800,CNAG_00191,89.28,1315,121,15,62,1369,1,1302,0.0,1629
CNA01810,CNAG_00192,89.49,1779,183,4,1,1777,1429,3205,0.0,2246
CNA01820,CNAG_00193,91.53,3874,287,25,468,4340,1,3834,0.0,5299
CNA01830,CNAG_00194,92.52,735,55,0,51,785,1,735,0.0,1053
CNA01840,CNAG_00195,94.69,621,30,1,73,693,1,618,0.0, 961
CNA01850,CNAG_07316,94.49,1560,86,0,96,1655,1,1560,0.0,2405
CNA01860,CNAG_07317,94.16,1335,78,0,72,1406,1,1335,0.0,2034
CNA01870,CNAG_07318,93.29,2565,163,6,40,2604,1,2556,0.0,3775
CNA01880,CNAG_07319,92.65,653,48,0,46,698,1,653,0.0, 941
CNA01890,CNAG_07320,93.06,2333,155,5,77,2407,1,2328,0.0,3404
CNA01900,CNAG_07321,91.18,1632,144,0,1,1632,850,2481,0.0,2217
CNA01910,CNAG_07322,89.98,2434,211,15,29,2453,1,2410,0.0,3112
CNA01920,CNAG_07323,93.47,2268,127,9,13,2268,1,2259,0.0,3349
CNA01930,CNAG_07324,93.43,1917,126,0,166,2082,1,1917,0.0,2843
CNA01940,CNAG_07325,91.19,477,39,2,1,474,1,477,0.0, 645
CNA01950,CNAG_07326,91.96,336,18,6,1,336,1,327,2e-130, 462
CNA01960,CNAG_07327,90.67,1029,96,0,46,1074,1,1029,0.0,1369
CNA01980,CNAG_07328,95.02,241,12,0,206,446,3158,2918,3e-105, 379
CNA01990,CNAG_07328,93.13,2649,165,7,568,3200,511,3158,0.0,3868
CNA02000,CNAG_07329,93.03,1980,135,1,1,1977,94,2073,0.0,2889
CNA02010,CNAG_07330,84.91,1100,120,21,122,1204,1,1071,0.0,1070
CNA02020,CNAG_07332,92.60,1945,144,0,179,2123,34,1978,0.0,2795
CNA02030,CNAG_07333,93.22,1931,122,4,2153,4077,2402,4329,0.0,2832
CNA02040,CNAG_07334,93.46,1971,129,0,12,1982,1,1971,0.0,2926
CNA02050,CNAG_07335,92.61,514,38,0,342,855,369,882,0.0, 739
CNA02060,CNAG_07337,92.25,1045,80,1,409,1452,1,1045,0.0,1480
CNA02070,CNAG_07337,92.65,1251,92,0,27,1277,1114,2364,0.0,1801
CNA02080,CNAG_07030,89.06,1252,129,5,12,1256,1,1251,0.0,1546
CNA02090,CNAG_07029,95.30,660,31,0,262,921,1,660,0.0,1048
CNA02100,CNAG_07028,95.28,933,44,0,1,933,1,933,0.0,1480
CNA02120,CNAG_05988,90.89,527,45,1,154,680,1,524,0.0, 704
CNA02130,CNAG_07027,92.80,1278,92,0,172,1449,1,1278,0.0,1851
CNA02140,CNAG_07338,94.38,1549,85,2,51,1598,1,1548,0.0,2377
CNA02150,CNAG_07339,91.74,1319,105,3,75,1391,1,1317,0.0,1829
CNA02160,CNAG_07340,93.69,206,13,0,1,206,23,228,3e-84, 309
CNA02170,CNAG_07341,94.98,737,37,0,32,768,1,737,0.0,1157
CNA02180,CNAG_07342,93.50,1169,76,0,34,1202,1,1169,0.0,1738
CNA02210,CNAG_00231,91.30,1287,109,2,106,1392,1,1284,0.0,1753
CNA02220,CNAG_00232,97.66,342,8,0,26,367,1,342,3e-168, 588
CNA02230,CNAG_00233,97.96,294,6,0,1,294,1,294,5e-145, 510
CNA02240,CNAG_00234,92.57,1224,89,2,1,1223,1,1223,0.0,1755
CNA02250,CNAG_00235,94.91,1728,85,2,158,1885,1,1725,0.0,2700
CNA02260,CNAG_00236,92.41,1344,102,0,72,1415,1,1344,0.0,1917
CNA02260,CNAG_00236,92.41,1344,102,0,130,1473,1,1344,0.0,1917
CNA02270,CNAG_00237,95.29,2292,105,2,39,2327,1,2292,0.0,3631
CNA02290,CNAG_00238,95.53,3285,147,0,127,3411,1,3285,0.0,5252
CNA02300,CNAG_00239,89.82,2103,182,18,85,2162,1,2096,0.0,2669
CNA02310,CNAG_00240,92.68,2677,178,10,441,3102,415,3088,0.0,3842
CNA02330,CNAG_00241,92.62,1179,78,5,1040,2211,669,1845,0.0,1687
CNA02340,CNAG_00243,93.73,606,38,0,1,606,1,606,0.0, 909
CNA02350,CNAG_07344,88.87,1447,157,1,1653,3095,1547,2993,0.0,1777
CNA02360,CNAG_00246,92.54,2079,146,6,1,2070,1,2079,0.0,2972
CNA02370,CNAG_00247,92.66,2358,171,2,3,2359,1,2357,0.0,3395
CNA02380,CNAG_00248,91.27,1500,113,11,1,1485,154,1650,0.0,2028
CNA02390,CNAG_00249,89.72,739,61,6,1,733,7,736,0.0, 929
CNA02400,CNAG_00250,90.10,1232,110,10,241,1469,1,1223,0.0,1589
CNA02410,CNAG_00252,95.61,342,15,0,10,351,1,342,2e-156, 549
CNA02420,CNAG_00253,94.66,2360,126,0,31,2390,1,2360,0.0,3661
CNA02430,CNAG_00254,91.46,1124,96,0,1,1124,1,1124,0.0,1544
CNA02440,CNAG_00255,93.75,320,20,0,13,332,10,329,5e-136, 481
CNA02450,CNAG_00256,92.41,1094,82,1,5,1097,10,1103,0.0,1559
CNA02460,CNAG_00257,88.65,3392,337,25,1358,4716,1643,5019,0.0,4087
CNA02470,CNAG_00258,90.16,894,83,4,855,1744,1368,2260,0.0,1158
CNA02480,CNAG_00259,95.37,864,40,0,155,1018,1,864,0.0,1375
CNA02490,CNAG_00260,94.39,873,40,5,117,986,58,924,0.0,1332
CNA02520,CNAG_00261,90.92,606,43,7,97,690,1,606,0.0, 804
CNA02530,CNAG_00261,85.40,226,21,8,729,942,606,381,2e-58, 224
CNA02540,CNAG_00264,92.96,1179,79,4,224,1400,1,1177,0.0,1714
CNA02550,CNAG_00265,94.11,798,47,0,56,853,1,798,0.0,1214
CNA02560,CNAG_00267,90.71,1529,129,6,28,1554,1,1518,0.0,2025
CNA02570,CNAG_00268,95.22,2157,103,0,48,2204,1,2157,0.0,3413
CNA02580,CNAG_00269,94.59,1090,58,1,169,1258,109,1197,0.0,1685
CNA02590,CNAG_00270,92.75,386,28,0,20,405,5,390,4e-159, 558
CNA02600,CNAG_00271,92.87,757,39,7,203,944,54,810,0.0,1085
CNA02610,CNAG_00272,93.32,4893,324,2,155,5047,1,4890,0.0,7221
CNA02630,CNAG_00275,91.59,951,59,7,1,930,1,951,0.0,1293
CNA02640,CNAG_00276,91.40,744,53,5,30,772,1,734,0.0,1009
CNA02650,CNAG_00278,92.44,701,38,7,109,808,1,687,0.0, 987
CNA02660,CNAG_00279,94.69,753,40,0,53,805,1,753,0.0,1170
CNA02670,CNAG_00280,94.15,804,47,0,28,831,1,804,0.0,1225
CNA02680,CNAG_07345,94.44,1404,78,0,16,1419,1,1404,0.0,2161
CNA02690,CNAG_07114,94.34,495,28,0,4,498,1,495,0.0, 760
CNA02700,CNAG_07346,95.54,1683,75,0,25,1707,1,1683,0.0,2693
CNA02710,CNAG_00283,91.65,1353,113,0,52,1404,1,1353,0.0,1873
CNA02720,CNAG_00284,91.35,520,42,2,208,724,1,520,0.0, 708
CNA02730,CNAG_00285,93.72,1147,72,0,1566,2712,1192,2338,0.0,1720
CNA02740,CNAG_00286,91.28,1629,112,12,124,1749,1,1602,0.0,2194
CNA02750,CNAG_00287,93.90,1017,62,0,40,1056,1,1017,0.0,1535
CNA02760,CNAG_00288,94.75,419,18,2,79,493,1,419,0.0, 649
CNA02770,CNAG_00289,92.72,659,42,3,1,653,1,659,0.0, 946
CNA02780,CNAG_00290,92.07,1551,123,0,18,1568,1,1551,0.0,2183
CNA02790,CNAG_00291,94.84,1182,61,0,275,1456,1,1182,0.0,1845
CNA02800,CNAG_00292,94.48,1575,81,3,91,1659,1,1575,0.0,2422
CNA02810,CNAG_00293,95.70,651,28,0,169,819,1,651,0.0,1048
CNA02820,CNAG_00294,91.48,1889,134,10,5,1872,1,1883,0.0,2571
CNA02830,CNAG_07347,95.14,2697,131,0,45,2741,1,2697,0.0,4255
CNA02840,CNAG_07348,91.70,446,30,2,200,645,239,677,3e-175, 612
CNA02850,CNAG_00299,92.19,3609,267,3,24,3620,1,3606,0.0,5088
CNA02860,CNAG_00300,94.00,2751,159,4,9,2753,52,2802,0.0,4161
CNA02870,CNAG_00301,92.45,821,58,4,1,819,1,819,0.0,1170
CNA02880,CNAG_00303,94.04,806,47,1,935,1740,733,1537,0.0,1221
CNA02890,CNAG_00305,92.82,836,59,1,22,856,1,836,0.0,1210
CNA02900,CNAG_00306,91.16,147,13,0,9,155,1,147,2e-51, 200
CNA02910,CNAG_00308,92.39,1722,131,0,33,1754,1,1722,0.0,2455
CNA02920,CNAG_00309,91.55,1940,153,9,1,1933,114,2049,0.0,2663
CNA02930,CNAG_00310,92.26,685,53,0,727,1411,712,1396,0.0, 972
CNA02940,CNAG_00311,93.65,1449,92,0,141,1589,1,1449,0.0,2167
CNA02950,CNAG_00312,95.88,97,4,0,1,97,1,97,4e-39, 158
CNA02960,CNAG_00313,93.57,1120,72,0,1114,2233,1168,2287,0.0,1670
CNA02970,CNAG_00314,93.50,1153,75,0,1,1153,1,1153,0.0,1714
CNA02980,CNAG_00315,89.04,675,62,9,56,718,1,675,0.0, 826
CNA02990,CNAG_07350,91.38,1033,81,4,15,1046,10,1035,0.0,1408
CNA03000,CNAG_00316,95.09,570,28,0,4,573,1,570,0.0, 898
CNA03010,CNAG_05436,93.00,200,14,0,468,667,892,1091,9e-79, 292
CNA03020,CNAG_00317,91.60,1321,102,3,49,1366,1,1315,0.0,1816
CNA03030,CNAG_00318,93.50,477,31,0,25,501,1,477,0.0, 710
CNA03040,CNAG_00319,93.51,693,45,0,126,818,1,693,0.0,1031
CNA03050,CNAG_00320,92.88,1840,131,0,481,2320,460,2299,0.0,2673
CNA03060,CNAG_00321,86.64,1355,133,22,2404,3753,2889,4200,0.0,1456
CNA03070,CNAG_07351,93.96,2614,156,2,1,2613,970,3582,0.0,3951
CNA03080,CNAG_07351,90.77,455,42,0,764,1218,430,884,8e-174, 608
CNA03090,CNAG_00326,94.90,1254,64,0,262,1515,1,1254,0.0,1962
CNA03100,CNAG_00328,90.94,2516,203,11,243,2751,8,2505,0.0,3360
CNA03110,CNAG_00329,95.83,480,20,0,55,534,1,480,0.0, 776
CNA03120,CNAG_00330,88.77,1941,176,21,181,2079,19,1959,0.0,2338
CNA03130,CNAG_00331,94.24,1476,85,0,247,1722,1,1476,0.0,2255
CNA03140,CNAG_00332,89.23,2534,253,12,758,3275,294,2823,0.0,3149
CNA03150,CNAG_00333,93.00,1015,57,9,160,1164,1,1011,0.0,1469
CNA03160,CNAG_00334,97.24,1845,51,0,65,1909,1,1845,0.0,3125
CNA03170,CNAG_00335,91.99,1199,96,0,235,1433,1,1199,0.0,1683
CNA03180,CNAG_00337,89.72,2491,227,20,198,2687,1,2463,0.0,3155
CNA03190,CNAG_07352,91.86,885,70,2,1,884,1,884,0.0,1234
CNA03200,CNAG_07353,88.84,681,59,8,42,705,1,681,0.0, 821
CNA03210,CNAG_07354,94.06,1077,61,2,1,1074,1,1077,0.0,1631
CNA03220,CNAG_07355,89.12,708,68,3,91,789,1,708,0.0, 872
CNA03240,CNAG_00342,88.65,2405,215,32,16,2385,1,2382,0.0,2876
CNA03250,CNAG_00343,91.41,1176,95,3,152,1321,1,1176,0.0,1607
CNA03280,CNAG_00375,92.75,2000,136,4,65,2064,1,1991,0.0,2881
CNA03290,CNAG_00374,91.67,1621,121,11,150,1766,7,1617,0.0,2233
CNA03300,CNAG_00373,92.58,1563,116,0,376,1938,1,1563,0.0,2244
CNA03310,CNAG_00372,94.19,2117,114,3,12,2128,1,2108,0.0,3219
CNA03320,CNAG_00371,93.66,363,23,0,481,843,487,849,1e-154, 544
CNA03330,CNAG_00370,97.69,390,9,0,22,411,1,390,0.0, 671
CNA03340,CNAG_00369,92.23,1043,81,0,112,1154,1,1043,0.0,1478
CNA03350,CNAG_00368,92.67,1337,98,0,6,1342,1,1337,0.0,1927
CNA03360,CNAG_00367,95.78,379,16,0,1,379,1,379,3e-175, 612
CNA03370,CNAG_00366,88.21,789,87,4,1092,1874,1003,1791,0.0, 937
CNA03380,CNAG_00365,94.10,1136,67,0,644,1779,518,1653,0.0,1727
CNA03390,CNAG_00364,94.79,1095,57,0,103,1197,7,1101,0.0,1707
CNA03400,CNAG_00363,94.23,3310,187,4,1305,4613,1278,4584,0.0,5051
CNA03410,CNAG_00362,91.94,1575,127,0,92,1666,1,1575,0.0,2206
CNA03420,CNAG_00361,94.39,1302,67,2,74,1375,1,1296,0.0,1995
CNA03430,CNAG_00360,92.99,1313,68,10,138,1450,1,1289,0.0,1893
CNA03450,CNAG_00359,91.77,1057,83,4,235,1289,1,1055,0.0,1467
CNA03460,CNAG_00358,92.94,906,64,0,49,954,1,906,0.0,1319
